 # DUMP format #2, bez=mcbxh.1r1       , number of particles=           2
 # dump period=           1 , first turn=           1 , last turn=          -1
 # ID turn s[m] x[mm] xp[mrad] y[mm] yp[mrad] z[mm] dE/E[1] ktrack
        1       32     29.84200  5.692910461E-02  2.977257644E-03  1.303662713E+01  9.364821839E-01  4.474550563E+01 -5.070284209E-05       11
        2       32     29.84200  5.376107936E+00 -7.049743220E-02  5.765430816E+00  4.147659755E-01  3.584129815E+01 -6.858820637E-04       11
        1       32  13359.13123  5.082779766E+00 -9.299619830E-02  1.975328641E+00  1.330310653E-01  4.494467142E+01 -3.761065472E-05       11
        2       32  13359.13123  9.103494541E+00 -1.472015822E-01  2.364100132E+00  1.572210891E-01  3.870054451E+01 -6.747258198E-04       11
        1       32  26629.04120  8.957891110E+00 -6.614725802E-01  3.738879110E+00  4.892222257E-02  4.511566917E+01 -3.761065472E-05       11
        2       32  26629.04120  2.387089606E+00 -1.833736311E-01 -1.721343879E+00 -3.617879198E-02  4.150322709E+01 -6.747258198E-04       11
        1       33     29.84200 -7.235566504E+00  1.214602478E-01 -5.153756003E+00 -3.732900148E-01  4.511228961E+01 -3.761808474E-05       11
        2       33     29.84200 -2.338661476E+00  4.130158444E-02  2.432484836E+00  1.755031861E-01  4.150265962E+01 -6.747332451E-04       11
        1       33  13359.13123 -3.561741003E+00  4.498943136E-02  9.776868423E+00  6.880145462E-01  4.525386547E+01 -2.443578102E-05       11
        2       33  13359.13123  2.909394743E+00 -5.872146804E-02  2.551107999E+00  1.687747912E-01  4.432199162E+01 -6.619947942E-04       11
        1       33  26629.04120 -7.445663959E+00  5.191642730E-01 -4.409458713E+00 -8.343457493E-02  4.537072061E+01 -2.443578102E-05       11
        2       33  26629.04120  5.539136293E+00 -4.159385487E-01 -4.260322254E+00 -7.606445604E-02  4.706997889E+01 -6.619947942E-04       11
        1       34     29.84200  4.228816539E+00 -4.889781258E-02  5.848077506E+00  4.264409506E-01  4.536833715E+01 -2.444321312E-05       11
        2       34     29.84200 -4.869184165E+00  8.704808163E-02  5.945487433E+00  4.298722272E-01  4.706770727E+01 -6.620022216E-04       11
        1       34  13359.13123  7.331682201E+00 -1.154416818E-01 -8.540732858E+00 -6.324788520E-01  4.545377353E+01 -1.120019382E-05       11
        2       34  13359.13123 -1.821711379E+00  2.023092226E-02 -1.268717420E+00 -1.059690449E-01  4.983191262E+01 -6.477381440E-04       11
        1       34  26629.04120 -4.975329770E+00  3.485131434E-01 -1.011811802E+01 -1.593784096E-01  4.551497155E+01 -1.120019382E-05       11
        2       34  26629.04120 -8.107713125E+00  5.685363742E-01 -4.465638027E+00 -7.642516075E-02  5.252313616E+01 -6.477381440E-04       11
        1       35     29.84200  2.919039081E+00 -3.966574439E-02  1.453326690E+01  1.045340816E+00  4.550837342E+01 -1.120762802E-05       11
        2       35     29.84200  4.780374622E+00 -5.947097536E-02  6.396249948E+00  4.604401220E-01  5.252017328E+01 -6.477455734E-04       11
        1       35  13359.13123  7.737380931E+00 -1.320401141E-01 -7.807085076E-01 -6.572213291E-02  4.553753062E+01  2.061337461E-06       11
        2       35  13359.13123  7.959195384E+00 -1.278695847E-01  1.632394344E+00  1.045778343E-01  5.521654493E+01 -6.320179132E-04       11
        1       35  26629.04120  9.453122075E+00 -6.953263265E-01  2.788593481E+00  3.601973279E-02  4.554439134E+01  2.061337461E-06       11
        2       35  26629.04120 -1.177806366E+00  7.389333123E-02 -1.773438778E+00 -3.647022098E-02  5.784342913E+01 -6.320179132E-04       11
        1       36     29.84200 -7.478212055E+00  1.225067298E-01 -3.722651151E+00 -2.711374262E-01  4.554114348E+01  2.053901179E-06       11
        2       36     29.84200  1.876749375E-01  2.802636599E-03  2.534966877E+00  1.825424555E-01  5.784306326E+01 -6.320253447E-04       11
        1       36  13359.13123 -3.315436318E+00  3.858347374E-02  1.076173564E+01  7.601289459E-01  4.551460917E+01  1.532018504E-05       11
        2       36  13359.13123  5.431307611E+00 -9.698346057E-02  3.055428793E+00  2.053867407E-01  6.047665976E+01 -6.149012605E-04       11
        1       36  26629.04120 -3.672018963E+00  2.462660197E-01 -2.481124866E+00 -5.412204984E-02  4.546670706E+01  1.532018504E-05       11
        2       36  26629.04120  7.413996101E+00 -5.498447413E-01 -3.769898270E+00 -6.876219856E-02  6.302973040E+01 -6.149012605E-04       11
        1       37     29.84200  1.516399670E+00 -6.746770798E-03  3.126970412E+00  2.301308224E-01  4.546613494E+01  1.531274667E-05       11
        2       37     29.84200 -6.117270371E+00  1.040979764E-01  5.242795106E+00  3.792811540E-01  6.302696005E+01 -6.149086942E-04       11
        1       37  13359.13123  4.479636683E+00 -7.149729397E-02 -6.670779269E+00 -4.985731286E-01  4.539036654E+01  2.854825204E-05       11
        2       37  13359.13123 -2.499995664E+00  2.860277464E-02 -1.050497040E+00 -9.055896185E-02  6.558840468E+01 -5.964590590E-04       11
        1       37  26629.04120 -8.148240363E+00  5.760049457E-01 -1.082227070E+01 -1.716208443E-01  4.528729809E+01  2.854825204E-05       11
        2       37  26629.04120 -5.945790553E+00  4.115515305E-01 -4.845582521E+00 -8.254026334E-02  6.806714224E+01 -5.964590590E-04       11
        1       38     29.84200  5.086371812E+00 -7.062287113E-02  1.543545515E+01  1.111514033E+00  4.527879489E+01  2.854081158E-05       11
        2       38     29.84200  3.192628914E+00 -3.391870893E-02  6.912459119E+00  4.979215212E-01  6.806480490E+01 -5.964664948E-04       11
        1       38  13359.13123  9.551061206E+00 -1.572901583E-01 -3.518582470E+00 -2.634619388E-01  4.513612418E+01  4.171104633E-05       11
        2       38  13359.13123  5.988105907E+00 -9.654868641E-02  8.394351782E-01  4.742450325E-02  7.054480151E+01 -5.767623621E-04       11
        1       38  26629.04120  7.891109558E+00 -5.809144209E-01  1.404084449E+00  1.633339035E-02  4.497938438E+01  4.171104633E-05       11
        2       38  26629.04120 -4.576224969E+00  3.184998158E-01 -1.968837991E+00 -3.896520124E-02  7.294370476E+01 -5.767623621E-04       11
        1       39     29.84200 -6.271342328E+00  1.017317365E-01 -1.689957635E+00 -1.254555703E-01  4.497731996E+01  4.170360378E-05       11
        2       39     29.84200  2.559168282E+00 -3.242872714E-02  2.838356873E+00  2.040942131E-01  7.294282702E+01 -5.767698000E-04       11
        1       39  13359.13123 -1.707579641E+00  1.186786861E-02  1.116026514E+01  7.900736963E-01  4.478508488E+01  5.477891222E-05       11
        2       39  13359.13123  7.536026952E+00 -1.279727525E-01  3.390943212E+00  2.298813308E-01  7.533747523E+01 -5.558851647E-04       11
        1       39  26629.04120  7.677674946E-01 -7.381363137E-02 -5.709908341E-01 -2.468728314E-02  4.457355678E+01  5.477891222E-05       11
        2       39  26629.04120  7.679466447E+00 -5.675281112E-01 -3.249389792E+00 -6.086724980E-02  7.764672611E+01 -5.558851647E-04       11
        1       40     29.84200 -1.617889028E+00  4.058425513E-02  4.553505057E-01  3.710957059E-02  4.457350034E+01  5.477146759E-05       11
        2       40     29.84200 -6.220530547E+00  1.035929874E-01  4.505504387E+00  3.260983228E-01  7.764407999E+01 -5.558926047E-04       11
        1       40  13359.13123  1.392313906E+00 -2.523150613E-02 -4.356962149E+00 -3.324787298E-01  4.433545417E+01  6.772448134E-05       11
        2       40  13359.13123 -2.005807679E+00  1.904244772E-02 -6.706021585E-01 -6.344056640E-02  7.995415523E+01 -5.339044628E-04       11
        1       40  26629.04120 -9.895482952E+00  7.001234517E-01 -1.111588781E+01 -1.777850656E-01  4.407015714E+01  6.772448134E-05       11
        2       40  26629.04120 -2.707079067E+00  1.774732146E-01 -5.113859157E+00 -8.702459945E-02  8.217368225E+01 -5.339044628E-04       11
        1       41     29.84200  6.213166612E+00 -8.502984362E-02  1.574891097E+01  1.135329317E+00  4.406051658E+01  6.771703462E-05       11
        2       41     29.84200  8.769039475E-01  1.861594606E-03  7.266646265E+00  5.237598817E-01  8.217190660E+01 -5.339119051E-04       11
        1       41  13359.13123  1.026647387E+01 -1.652932434E-01 -6.047188428E+00 -4.463650898E-01  4.375032129E+01  8.051408713E-05       11
        2       41  13359.13123  3.524398658E+00 -5.860055117E-02  6.598419586E-02 -8.412668281E-03  8.438838800E+01 -5.108932688E-04       11
        1       41  26629.04120  4.679519903E+00 -3.479396949E-01 -2.867846563E-01 -8.263767619E-03  4.343399921E+01  8.051408713E-05       11
        2       41  26629.04120 -7.186379679E+00  5.056651083E-01 -2.282530554E+00 -4.332801028E-02  8.651501715E+01 -5.108932688E-04       11
        1       42     29.84200 -3.920465104E+00  6.418962320E-02  7.596658480E-01  5.048338563E-02  4.343327775E+01  8.050663833E-05       11
        2       42     29.84200  4.340495634E+00 -5.788836350E-02  3.304632237E+00  2.374464216E-01  8.651327094E+01 -5.109007132E-04       11
        1       42  13359.13123  8.779583581E-01 -2.890886504E-02  1.096621222E+01  7.773060859E-01  4.307992899E+01  9.311825433E-05       11
        2       42  13359.13123  8.861404794E+00 -1.463363409E-01  3.523087038E+00  2.397342924E-01  8.862520947E+01 -4.869258875E-04       11
        1       42  26629.04120  4.986480825E+00 -3.771594010E-01  1.173537349E+00  2.579500660E-03  4.270939320E+01  9.311825433E-05       11
        2       42  26629.04120  6.281938271E+00 -4.653739584E-01 -2.753004244E+00 -5.320846165E-02  9.064996786E+01 -4.869258875E-04       11
        1       43     29.84200 -4.550477229E+00  8.374541271E-02 -1.961771921E+00 -1.377978970E-01  4.270841825E+01  9.311080344E-05       11
        2       43     29.84200 -5.155102229E+00  8.552524791E-02  3.810018277E+00  2.758396092E-01  9.064812397E+01 -4.869333340E-04       11
        1       43  13359.13123 -1.318356118E+00  1.424387805E-02 -1.803946014E+00 -1.489041164E-01  4.231000509E+01  1.055094106E-04       11
        2       43  13359.13123 -4.452939044E-01 -6.447626848E-03 -1.691955881E-01 -2.748484687E-02  9.266638709E+01 -4.620778964E-04       11
        1       43  26629.04120 -9.948990269E+00  7.019462360E-01 -1.099603293E+01 -1.776899544E-01  4.188838813E+01  1.055094106E-04       11
        2       43  26629.04120  9.942473009E-01 -8.930827977E-02 -5.243993376E+00 -8.943309618E-02  9.458830724E+01 -4.620778964E-04       11
        1       44     29.84200  6.133233296E+00 -8.094644187E-02  1.547766061E+01  1.116980964E+00  4.187897076E+01  1.055019577E-04       11
        2       44     29.84200 -1.728052551E+00  4.109141128E-02  7.423983859E+00  5.354126112E-01  9.458653002E+01 -4.620853452E-04       11
        1       44  13359.13123  9.801900385E+00 -1.554156338E-01 -8.166106811E+00 -5.999314462E-01  4.141081324E+01  1.176558909E-04       11
        2       44  13359.13123  1.026668535E+00 -2.110073686E-02 -6.176159532E-01 -5.785291196E-02  9.649970816E+01 -4.364191415E-04       11
        1       44  26629.04120  5.568635471E-01 -4.992202726E-02 -2.141486088E+00 -3.567684306E-02  4.094193132E+01  1.176558909E-04       11
        2       44  26629.04120 -8.528208188E+00  6.009724232E-01 -2.685315885E+00 -4.914963498E-02  9.831815106E+01 -4.364191415E-04       11
        1       45     29.84200 -9.628825219E-01  1.838712715E-02  3.420915000E+00  2.419188890E-01  4.094163371E+01  1.176484359E-04       11
        2       45     29.84200  5.204269763E+00 -6.890706036E-02  3.890414659E+00  2.794938967E-01  9.831575804E+01 -4.364265924E-04       11
        1       45  13359.13123  3.877206906E+00 -7.488207705E-02  1.017594273E+01  7.214754369E-01  4.043334315E+01  1.295290331E-04       11
        2       45  13359.13123  9.194781120E+00 -1.491863051E-01  3.435208651E+00  2.337156543E-01  1.001111649E+02 -4.100190489E-04       11
        1       45  26629.04120  8.106265040E+00 -6.006654289E-01  2.609922106E+00  2.546048605E-02  3.991197358E+01  1.295290331E-04       11
        2       45  26629.04120  3.537622157E+00 -2.664418888E-01 -2.327609862E+00 -4.651132472E-02  1.018189526E+02 -4.100190489E-04       11
        1       46     29.84200 -6.671912953E+00  1.137893067E-01 -3.926448141E+00 -2.802752227E-01  3.990942808E+01  1.295215759E-04       11
        2       46     29.84200 -3.158330523E+00  5.384657474E-02  3.221825427E+00  2.332390609E-01  1.018180982E+02 -4.100265020E-04       11
        1       46  13359.13123 -3.086611261E+00  3.870438446E-02  8.083291484E-01  3.922204253E-02  3.935722740E+01  1.411006678E-04       11
        2       46  13359.13123  1.843357965E+00 -4.236119561E-02  4.107243848E-01  1.422241788E-02  1.035114802E+02 -3.829464418E-04       11
        1       46  26629.04120 -8.296337233E+00  5.810196172E-01 -1.044978448E+01 -1.710126696E-01  3.878870414E+01  1.411006678E-04       11
        2       46  26629.04120  4.393722755E+00 -3.336944630E-01 -5.223663617E+00 -8.954178066E-02  1.051056518E+02 -3.829464418E-04       11
        1       47     29.84200  4.863105530E+00 -5.924633255E-02  1.461105115E+01  1.055611327E+00  3.878085293E+01  1.410932086E-04       11
        2       47     29.84200 -4.084549569E+00  7.567704256E-02  7.369344429E+00  5.317627477E-01  1.051032766E+02 -3.829538971E-04       11
        1       47  13359.13123  8.234830334E+00 -1.294383074E-01 -9.694377745E+00 -7.110678192E-01  3.816748538E+01  1.523424716E-04       11
        2       47  13359.13123 -1.001187184E+00  8.385706666E-03 -1.162564716E+00 -9.736404615E-02  1.066816548E+02 -3.552649990E-04       11
        1       47  26629.04120 -3.629911983E+00  2.518902046E-01 -4.026036089E+00 -6.393785974E-02  3.755566571E+01  1.523424716E-04       11
        2       47  26629.04120 -8.338337336E+00  5.857383142E-01 -3.147905378E+00 -5.600429390E-02  1.081641349E+02 -3.552649990E-04       11
        1       48     29.84200  1.992411957E+00 -2.621117517E-02  6.100813648E+00  4.349779769E-01  3.755438572E+01  1.523350103E-04       11
        2       48     29.84200  4.981899503E+00 -6.336854527E-02  4.553123232E+00  3.271781595E-01  1.081617146E+02 -3.552724565E-04       11
        1       48  13359.13123  6.702436069E+00 -1.170025825E-01  8.797863192E+00  6.231120060E-01  3.689964064E+01  1.632265690E-04       11
        2       48  13359.13123  8.489464919E+00 -1.362836265E-01  3.132313375E+00  2.121635360E-01  1.096155422E+02 -3.270359830E-04       11
        1       48  26629.04120  9.473828698E+00 -6.974936048E-01  3.620797738E+00  4.211930373E-02  3.623910859E+01  1.632265690E-04       11
        2       48  26629.04120  4.479710234E-02 -1.409487448E-02 -2.005987958E+00 -4.129322869E-02  1.109813801E+02 -3.270359830E-04       11
        1       49     29.84200 -7.535607594E+00  1.243375403E-01 -5.276380506E+00 -3.785773384E-01  3.623551495E+01  1.632191056E-04       11
        2       49     29.84200 -6.647025660E-01  1.543978559E-02  2.786094158E+00  2.015687687E-01  1.109810628E+02 -3.270434427E-04       11
        1       49  13359.13123 -3.542130369E+00  4.298152780E-02  3.337850727E+00  2.216906068E-01  3.554119000E+01  1.737249966E-04       11
        2       49  13359.13123  4.379794772E+00 -8.112917074E-02  1.025302218E+00  5.852227599E-02  1.123232727E+02 -2.983189902E-04       11
        1       49  26629.04120 -5.197009438E+00  3.564103054E-01 -9.470904841E+00 -1.575583195E-01  3.483810900E+01  1.737249966E-04       11
        2       49  26629.04120  6.752940938E+00 -5.025816273E-01 -5.057242624E+00 -8.738876904E-02  1.135671953E+02 -2.983189902E-04       11
        1       50     29.84200  2.606607671E+00 -2.351507297E-02  1.314630125E+01  9.509492111E-01  3.483251625E+01  1.737175312E-04       11
        2       50     29.84200 -5.679427375E+00  9.805699528E-02  7.110723690E+00  5.133675166E-01  1.135641305E+02 -2.983264521E-04       11
        1       50  13359.13123  5.803359149E+00 -9.141836289E-02 -1.050724175E+01 -7.707371512E-01  3.408801939E+01  1.838135296E-04       11
        2       50  13359.13123 -2.128462796E+00  2.358225512E-02 -1.543954472E+00 -1.251320676E-01  1.147847598E+02 -2.691703149E-04       11
        1       50  26629.04120 -7.126069966E+00  5.030493151E-01 -5.831840006E+00 -9.144480182E-02  3.334553965E+01  1.838135296E-04       11
        2       50  26629.04120 -6.627543014E+00  4.610783607E-01 -3.640502992E+00 -6.344145395E-02  1.159108184E+02 -2.691703149E-04       11
        1       51     29.84200  4.410159490E+00 -6.146955557E-02  8.643445615E+00  6.184473608E-01  3.334221725E+01  1.838060621E-04       11
        2       51     29.84200  3.699838032E+00 -4.214852064E-02  5.250487763E+00  3.774512030E-01  1.159089220E+02 -2.691777790E-04       11
        1       51  13359.13123  8.871082925E+00 -1.480448160E-01  6.872208070E+00  4.850597851E-01  3.255328585E+01  1.934649580E-04       11
        2       51  13359.13123  6.867630495E+00 -1.099656527E-01  2.642234127E+00  1.770692611E-01  1.170027596E+02 -2.396420047E-04       11
        1       51  26629.04120  8.830719844E+00 -6.493035721E-01  4.130812462E+00  5.135273879E-02  3.176856594E+01  1.934649580E-04       11
        2       51  26629.04120 -3.474253315E+00  2.394538127E-01 -1.804531201E+00 -3.782829999E-02  1.180081786E+02 -2.396420047E-04       11
        1       52     29.84200 -6.975596942E+00  1.132953404E-01 -5.908884214E+00 -4.252559548E-01  3.176515726E+01  1.934574885E-04       11
        2       52     29.84200  1.808628997E+00 -2.168972308E-02  2.524450750E+00  1.824063745E-01  1.180076574E+02 -2.396494711E-04       11
        1       52  13359.13123 -2.609930050E+00  2.639596363E-02  5.673017444E+00  3.904575939E-01  3.094444898E+01  2.026534575E-04       11
        2       52  13359.13123  6.665783544E+00 -1.150808094E-01  1.629627544E+00  1.021696213E-01  1.189791342E+02 -2.097845290E-04       11
        1       52  26629.04120 -1.178550811E+00  6.634686147E-02 -8.086616596E+00 -1.376718361E-01  3.012176477E+01  2.026534575E-04       11
        2       52  26629.04120  7.555835061E+00 -5.589814607E-01 -4.765097914E+00 -8.326307138E-02  1.198570521E+02 -2.097845290E-04       11
        1       53     29.84200 -2.524558245E-01  2.017407822E-02  1.112595740E+01  8.060154520E-01  3.011816970E+01  2.026459859E-04       11
        2       53     29.84200 -6.160725619E+00  1.032226060E-01  6.678249673E+00  4.823863550E-01  1.198538484E+02 -2.097919975E-04       11
        1       53  13359.13123  2.907336730E+00 -4.760526803E-02 -1.056585358E+01 -7.760949152E-01  2.925743065E+01  2.113586468E-04       11
        2       53  13359.13123 -2.116445656E+00  2.124767823E-02 -1.755922121E+00 -1.407119392E-01  1.207014531E+02 -1.796469834E-04       11
        1       53  26629.04120 -9.382276434E+00  6.641075712E-01 -7.481753804E+00 -1.170326123E-01  2.839967449E+01  2.113586468E-04       11
        2       53  26629.04120 -3.705470788E+00  2.495991864E-01 -4.130617991E+00 -7.095558194E-02  1.214568963E+02 -1.796469834E-04       11
        1       54     29.84200  5.911148682E+00 -8.187973310E-02  1.093970401E+01  7.844616663E-01  2.839409000E+01  2.113511732E-04       11
        2       54     29.84200  1.592078193E+00 -9.176813764E-03  5.937294604E+00  4.270428465E-01  1.214555751E+02 -1.796544542E-04       11
        1       54  13359.13123  1.006772667E+01 -1.635617408E-01  4.487791793E+00  3.136884825E-01  2.748809055E+01  2.195545365E-04       11
        2       54  13359.13123  4.614562703E+00 -7.493148707E-02  2.012522740E+00  1.318515206E-01  1.221757231E+02 -1.492733078E-04       11
        1       54  26629.04120  6.371819888E+00 -4.704413125E-01  4.117842035E+00  5.275854097E-02  2.659706101E+01  2.195545365E-04       11
        2       54  26629.04120 -6.339346628E+00  4.451691975E-01 -1.725540864E+00 -3.618250071E-02  1.228079051E+02 -1.492733078E-04       11
        1       55     29.84200 -5.146402619E+00  8.341428635E-02 -5.796804815E+00 -4.183058713E-01  2.659483929E+01  2.195470608E-04       11
        2       55     29.84200  3.781951004E+00 -5.030215783E-02  2.438240845E+00  1.758705805E-01  1.228066887E+02 -1.492807808E-04       11
        1       55  13359.13123 -5.213083191E-01 -7.132961740E-03  7.719795473E+00  5.387141121E-01  2.566593599E+01  2.272197141E-04       11
        2       55  13359.13123  8.296123254E+00 -1.381766530E-01  2.178039845E+00  1.418578459E-01  1.233948009E+02 -1.187067105E-04       11
        1       55  26629.04120  3.021549385E+00 -2.359880758E-01 -6.371593977E+00 -1.124464758E-01  2.474119331E+01  2.272197141E-04       11
        2       55  26629.04120  6.653979211E+00 -4.924586966E-01 -4.380047804E+00 -7.764917387E-02  1.238967499E+02 -1.187067105E-04       11
        1       56     29.84200 -3.192338169E+00  6.392042295E-02  8.657837981E+00  6.285586955E-01  2.473864038E+01  2.272122364E-04       11
        2       56     29.84200 -5.438227140E+00  9.018366833E-02  6.119235564E+00  4.422228200E-01  1.238941881E+02 -1.187141857E-04       11
        1       56  13359.13123  7.153609481E-02 -5.869078472E-03 -9.917915753E+00 -7.305281837E-01  2.377819526E+01  2.343366341E-04       11
        2       56  13359.13123 -9.884708017E-01  2.163450641E-03 -1.804381053E+00 -1.445055652E-01  1.243594138E+02 -8.799044801E-05       11
        1       56  26629.04120 -1.008464355E+01  7.127637845E-01 -8.920153888E+00 -1.398138313E-01  2.282392572E+01  2.343366341E-04       11
        2       56  26629.04120 -1.470790563E-01 -7.089417239E-03 -4.583289684E+00 -7.799536316E-02  1.247353694E+02 -8.799044801E-05       11
        1       57     29.84200  6.292446530E+00 -8.483957800E-02  1.291374687E+01  9.275202420E-01  2.281665735E+01  2.343291543E-04       11
        2       57     29.84200 -9.271685655E-01  2.907074465E-02  6.565373990E+00  4.724639367E-01  1.247341138E+02 -8.799792539E-05       11
        1       57  13359.13123  1.014593108E+01 -1.618595596E-01  1.787772914E+00  1.193074303E-01  2.181525256E+01  2.408821139E-04       11
        2       57  13359.13123  2.149735611E+00 -3.771103219E-02  1.301681267E+00  8.072187318E-02  1.250707863E+02 -5.716312627E-05       11
        1       57  26629.04120  2.666528338E+00 -2.022326561E-01  3.612711907E+00  4.672818322E-02  2.083801927E+01  2.408821139E-04       11
        2       57  26629.04120 -8.036978897E+00  5.661970543E-01 -1.762839071E+00 -3.629659315E-02  1.253220249E+02 -5.716312627E-05       11
        1       58     29.84200 -2.466094933E+00  4.139849063E-02 -4.988256134E+00 -3.611438092E-01  2.083709141E+01  2.408746320E-04       11
        2       58     29.84200  4.902152209E+00 -6.529957918E-02  2.516615002E+00  1.812028969E-01  1.253201839E+02 -5.717060587E-05       11
        1       58  13359.13123  2.265139580E+00 -5.032658444E-02  9.389150888E+00  6.599861333E-01  1.981943105E+01  2.468407545E-04       11
        2       58  13359.13123  9.021535888E+00 -1.469612732E-01  2.626584755E+00  1.743996617E-01  1.255190288E+02 -2.626350204E-05       11
        1       58  26629.04120  6.584932561E+00 -4.917294342E-01 -4.442937330E+00 -8.363770059E-02  1.881279551E+01  2.468407545E-04       11
        2       58  26629.04120  4.301732955E+00 -3.216256698E-01 -3.941453296E+00 -7.113542981E-02  1.256399422E+02 -2.626350204E-05       11
        1       59     29.84200 -5.642557434E+00  9.929518283E-02  5.908492747E+00  4.305766210E-01  1.881032318E+01  2.468332706E-04       11
        2       59     29.84200 -3.706389448E+00  6.226101165E-02  5.489920741E+00  3.969274164E-01  1.256384243E+02 -2.627098386E-05       11
        1       59  13359.13123 -2.148779160E+00  2.566965189E-02 -8.667277969E+00 -6.414597072E-01  1.776959471E+01  2.521969191E-04       11
        2       59  13359.13123  9.800528787E-01 -2.909680396E-02 -1.700881999E+00 -1.373225115E-01  1.257160879E+02  4.668647013E-06       11
        1       59  26629.04120 -9.148129401E+00  6.433049368E-01 -1.009112223E+01 -1.588569648E-01  1.674054983E+01  2.521969191E-04       11
        2       59  26629.04120  3.314374667E+00 -2.561151617E-01 -4.964706068E+00 -8.402471448E-02  1.257083777E+02  4.668647013E-06       11
        1       60     29.84200  5.518050391E+00 -7.039558888E-02  1.449163258E+01  1.042231461E+00  1.673255203E+01  2.521894332E-04       11
        2       60     29.84200 -3.340187079E+00  6.476553263E-02  7.088361112E+00  5.103540861E-01  1.257065071E+02  4.661162975E-06       11
        1       60  13359.13123  9.108512409E+00 -1.435757435E-01 -1.035161791E+00 -8.419010112E-02  1.566019499E+01  2.569324547E-04       11
        2       60  13359.13123 -4.367714972E-02 -5.567046286E-03  5.671601215E-01  2.781805949E-02  1.256542044E+02  3.559633593E-05       11
        1       60  26629.04120 -1.520622573E+00  9.998708037E-02  2.686726267E+00  3.425155356E-02  1.461829381E+01  2.569324547E-04       11
        2       60  26629.04120 -8.291499984E+00  5.829631443E-01 -1.907812897E+00 -3.807282039E-02  1.255215797E+02  3.559633593E-05       11
        1       61     29.84200  5.125757788E-01 -4.095176987E-03 -3.589340453E+00 -2.613576710E-01  1.461793111E+01  2.569249668E-04       11
        2       61     29.84200  4.991276850E+00 -6.441425660E-02  2.745378661E+00  1.974024827E-01  1.255196415E+02  3.558884967E-05       11
        1       61  13359.13123  5.196829108E+00 -9.461133262E-02  1.058805555E+01  7.474956388E-01  1.353204626E+01  2.610383215E-04       11
        2       61  13359.13123  8.762605005E+00 -1.407063687E-01  2.937224543E+00  1.970346474E-01  1.253290533E+02  6.648208918E-05       11
        1       61  26629.04120  8.792360431E+00 -6.492489450E-01 -2.445451919E+00 -5.343076527E-02  1.246611358E+01  2.610383215E-04       11
        2       61  26629.04120  1.065151405E+00 -8.753240571E-02 -3.488307110E+00 -6.430741906E-02  1.250680244E+02  6.648208918E-05       11
        1       62     29.84200 -7.107817710E+00  1.191331630E-01  3.082949045E+00  2.268486827E-01  1.246338198E+01  2.610308316E-04       11
        2       62     29.84200 -1.377992910E+00  2.602571536E-02  4.845800001E+00  3.504987623E-01  1.250672970E+02  6.647460071E-05       11
        1       62  13359.13123 -3.298692907E+00  4.052663006E-02 -6.936176878E+00 -5.176270116E-01  1.136514019E+01  2.645008283E-04       11
        2       62  13359.13123  3.349357351E+00 -6.557087008E-02 -1.459208442E+00 -1.201375811E-01  1.247555522E+02  9.728651305E-05       11
        1       62  26629.04120 -6.711647602E+00  4.661398911E-01 -1.092350214E+01 -1.729785918E-01  1.028503495E+01  2.645008283E-04       11
        2       62  26629.04120  5.954616357E+00 -4.453856798E-01 -5.246868313E+00 -8.859768292E-02  1.243644363E+02  9.728651305E-05       11
        1       63     29.84200  3.708894553E+00 -4.093140358E-02  1.557910975E+01  1.121724067E+00  1.027712107E+01  2.644933363E-04       11
        2       63     29.84200 -5.142666021E+00  9.046577207E-02  7.468040477E+00  5.379421912E-01  1.243616504E+02  9.727902235E-05       11
        1       63  13359.13123  7.100281880E+00 -1.114175243E-01 -3.757322247E+00 -2.806713722E-01  9.158834997E+00  2.673087673E-04       11
        2       63  13359.13123 -1.527382294E+00  1.511561535E-02 -1.439997665E-01 -2.347051597E-02  1.239199648E+02  1.279703526E-04       11
        1       63  26629.04120 -5.425020505E+00  3.809884771E-01  1.432228251E+00  1.662080649E-02  8.074685652E+00  2.673087673E-04       11
        2       63  26629.04120 -7.093981534E+00  4.951734065E-01 -2.152208927E+00 -4.141209144E-02  1.234051076E+02  1.279703526E-04       11
        1       64     29.84200  3.243130083E+00 -4.466180898E-02 -1.736768875E+00 -1.287308600E-01  8.073917178E+00  2.673012734E-04       11
        2       64     29.84200  4.062463336E+00 -4.833568139E-02  3.111251663E+00  2.235297068E-01  1.234036448E+02  1.279628596E-04       11
        1       64  13359.13123  7.757845014E+00 -1.321479999E-01  1.122215175E+01  7.943616469E-01  6.942167103E+00  2.694587404E-04       11
        2       64  13359.13123  7.597673635E+00 -1.211041963E-01  3.082914271E+00  2.077978740E-01  1.228277455E+02  1.584942247E-04       11
        1       64  26629.04120  9.200556820E+00 -6.768550632E-01 -5.339113777E-01 -2.416912229E-02  5.841470619E+00  2.694587404E-04       11
        2       64  26629.04120 -2.354368252E+00  1.590960478E-01 -3.053475391E+00 -5.766039801E-02  1.221876721E+02  1.584942247E-04       11
        1       65     29.84200 -7.290203545E+00  1.193094212E-01  3.998408434E-01  3.314053695E-02  5.838846723E+00  2.694512444E-04       11
        2       65     29.84200  1.042890531E+00 -1.068685373E-02  4.233504083E+00  3.062978242E-01  1.221870764E+02  1.584867296E-04       11
        1       65  13359.13123 -3.141670164E+00  3.555539763E-02 -4.842230163E+00 -3.674335581E-01  4.708352552E+00  2.709403243E-04       11
