 # DUMP format #2, bez=mcbxh.1r1       , number of particles=           2
 # dump period=         100 , first turn=           1 , last turn=          -1
 # ID turn s[m] x[mm] xp[mrad] y[mm] yp[mrad] z[mm] dE/E[1] ktrack
        2     7701  26629.04120 -4.242676809E-01  1.640758547E-02 -3.605056003E+00 -6.442782039E-02 -2.411633233E+01  2.268479858E-04       11
        1     7801     29.84200 -3.857102532E-01  1.573985354E-02  4.984341835E+00  3.593067732E-01  3.304370375E+01  1.809575286E-04       11
        2     7801     29.84200 -3.856862104E-01  1.573948920E-02  4.984341780E+00  3.593067692E-01  3.304370376E+01  1.809575281E-04       11
        1     7801  13359.13123  3.582422544E+00 -6.418086327E-02  4.988371223E-01  2.172817410E-02  3.227040617E+01  1.905312229E-04       11
        2     7801  13359.13123  3.582446410E+00 -6.418122115E-02  4.988371516E-01  2.172817619E-02  3.227040616E+01  1.905312225E-04       11
        1     7801  26629.04120 -4.260528868E-01  1.652876023E-02 -3.593961586E+00 -6.427702909E-02  3.149504790E+01  1.905312229E-04       11
        2     7801  26629.04120 -4.260383209E-01  1.652772425E-02 -3.593961605E+00 -6.427702941E-02  3.149504790E+01  1.905312225E-04       11
        1     7901     29.84200 -4.167539300E-01  1.637447295E-02  4.904109603E+00  3.535965891E-01  3.743060461E+01 -1.485339817E-04       11
        2     7901     29.84200 -4.167296140E-01  1.637410210E-02  4.904109100E+00  3.535965528E-01  3.743060456E+01 -1.485339818E-04       11
        1     7901  13359.13123  3.534555568E+00 -6.355214419E-02  7.701487940E-01  4.127677456E-02  3.803914143E+01 -1.374101497E-04       11
        2     7901  13359.13123  3.534580231E+00 -6.355251750E-02  7.701490799E-01  4.127679499E-02  3.803914136E+01 -1.374101498E-04       11
        1     7901  26629.04120 -4.256506276E-01  1.638833536E-02 -3.535991216E+00 -6.349660628E-02  3.861902292E+01 -1.374101497E-04       11
        2     7901  26629.04120 -4.256319210E-01  1.638699970E-02 -3.535991391E+00 -6.349660921E-02  3.861902285E+01 -1.374101498E-04       11
        1     8001     29.84200 -4.461251703E-01  1.687621229E-02  4.876870537E+00  3.516542748E-01 -1.579838047E+01 -2.485777394E-04       11
        2     8001     29.84200 -4.461015692E-01  1.687584909E-02  4.876869846E+00  3.516542249E-01 -1.579838048E+01 -2.485777391E-04       11
        1     8001  13359.13123  3.496332661E+00 -6.300806632E-02  8.548237632E-01  4.737906152E-02 -1.475351457E+01 -2.530490602E-04       11
        2     8001  13359.13123  3.496357352E+00 -6.300844365E-02  8.548243858E-01  4.737910622E-02 -1.475351460E+01 -2.530490599E-04       11
        1     8001  26629.04120 -4.369499774E-01  1.715273504E-02 -3.518838177E+00 -6.326636851E-02 -1.369566033E+01 -2.530490602E-04       11
        2     8001  26629.04120 -4.369266620E-01  1.715106564E-02 -3.518838240E+00 -6.326636993E-02 -1.369566036E+01 -2.530490599E-04       11
        1     8101     29.84200 -4.510358263E-01  1.681481271E-02  4.942365934E+00  3.563086145E-01 -4.448891182E+01  3.664906713E-05       11
        2     8101     29.84200 -4.510135143E-01  1.681446659E-02  4.942365557E+00  3.563085870E-01 -4.448891178E+01  3.664906731E-05       11
        1     8101  13359.13123  3.509814224E+00 -6.313770882E-02  6.306258859E-01  3.122465553E-02 -4.463283940E+01  2.364071221E-05       11
        2     8101  13359.13123  3.509837670E+00 -6.313806902E-02  6.306265512E-01  3.122470351E-02 -4.463283938E+01  2.364071239E-05       11
        1     8101  26629.04120 -4.556987042E-01  1.858071855E-02 -3.563654099E+00 -6.386218874E-02 -4.471855675E+01  2.364071221E-05       11
        2     8101  26629.04120 -4.556733467E-01  1.857890100E-02 -3.563653876E+00 -6.386218574E-02 -4.471855673E+01  2.364071239E-05       11
        1     8201     29.84200 -4.372479346E-01  1.648752555E-02  5.003551573E+00  3.606652804E-01 -4.499500425E+00  2.671790711E-04       11
        2     8201     29.84200 -4.372259596E-01  1.648718419E-02  5.003551643E+00  3.606652853E-01 -4.499500373E+00  2.671790709E-04       11
        1     8201  13359.13123  3.532473093E+00 -6.340633694E-02  4.410335117E-01  1.756846670E-02 -5.623129360E+00  2.655831409E-04       11
        2     8201  13359.13123  3.532495837E+00 -6.340668622E-02  4.410338269E-01  1.756848956E-02 -5.623129324E+00  2.655831408E-04       11
        1     8201  26629.04120 -4.685206647E-01  1.958181144E-02 -3.600036734E+00 -6.434768382E-02 -6.708589990E+00  2.655831409E-04       11
        2     8201  26629.04120 -4.684957290E-01  1.958002440E-02 -3.600036432E+00 -6.434767934E-02 -6.708589956E+00  2.655831408E-04       11
        1     8301     29.84200 -4.466996354E-01  1.671813975E-02  4.963920619E+00  3.578484887E-01  4.256806402E+01  8.610399398E-05       11
        2     8301     29.84200 -4.466776795E-01  1.671779842E-02  4.963920598E+00  3.578484871E-01  4.256806404E+01  8.610399373E-05       11
        1     8301  13359.13123  3.517285592E+00 -6.322170214E-02  5.893697013E-01  2.825629793E-02  4.219013829E+01  9.846635088E-05       11
        2     8301  13359.13123  3.517308679E+00 -6.322205730E-02  5.893697753E-01  2.825630328E-02  4.219013829E+01  9.846635064E-05       11
        1     8301  26629.04120 -4.682980735E-01  1.951513271E-02 -3.565502838E+00 -6.387792910E-02  4.179521330E+01  9.846635088E-05       11
        2     8301  26629.04120 -4.682723025E-01  1.951328514E-02 -3.565502796E+00 -6.387792850E-02  4.179521331E+01  9.846635064E-05       11
        1     8401     29.84200 -4.805571075E-01  1.739487764E-02  4.888709083E+00  3.524960460E-01  2.414757607E+01 -2.254595073E-04       11
        2     8401     29.84200 -4.805365755E-01  1.739455541E-02  4.888708631E+00  3.524960134E-01  2.414757608E+01 -2.254595074E-04       11
        1     8401  13359.13123  3.462021228E+00 -6.246793985E-02  8.438678113E-01  4.659548118E-02  2.508308284E+01 -2.180925216E-04       11
        2     8401  13359.13123  3.462043983E+00 -6.246829347E-02  8.438680910E-01  4.659550117E-02  2.508308283E+01 -2.180925216E-04       11
        1     8401  26629.04120 -4.822697718E-01  2.041510972E-02 -3.511605878E+00 -6.315277762E-02  2.599645513E+01 -2.180925216E-04       11
        2     8401  26629.04120 -4.822401628E-01  2.041298349E-02 -3.511606019E+00 -6.315278003E-02  2.599645512E+01 -2.180925216E-04       11
        1     8501     29.84200 -5.003371091E-01  1.769056457E-02  4.892844302E+00  3.527842606E-01 -3.144948146E+01 -1.880144542E-04       11
        2     8501     29.84200 -5.003187796E-01  1.769027317E-02  4.892843688E+00  3.527842163E-01 -3.144948144E+01 -1.880144542E-04       11
        1     8501  13359.13123  3.442717551E+00 -6.216683163E-02  8.192677028E-01  4.482247595E-02 -3.065408325E+01 -1.971245096E-04       11
        2     8501  13359.13123  3.442738549E+00 -6.216716134E-02  8.192683064E-01  4.482251932E-02 -3.065408325E+01 -1.971245096E-04       11
        1     8501  26629.04120 -5.037064713E-01  2.195687476E-02 -3.517372374E+00 -6.322932887E-02 -2.982737779E+01 -1.971245096E-04       11
        2     8501  26629.04120 -5.036744992E-01  2.195457626E-02 -3.517372390E+00 -6.322932956E-02 -2.982737780E+01 -1.971245096E-04       11
        1     8601     29.84200 -4.940411091E-01  1.743974269E-02  4.971357125E+00  3.583675619E-01 -3.837272964E+01  1.401105944E-04       11
        2     8601     29.84200 -4.940243504E-01  1.743947335E-02  4.971356843E+00  3.583675413E-01 -3.837272962E+01  1.401105943E-04       11
        1     8601  13359.13123  3.468318847E+00 -6.246020587E-02  5.572286540E-01  2.594283298E-02 -3.895269617E+01  1.287255634E-04       11
        2     8601  13359.13123  3.468337619E+00 -6.246050302E-02  5.572293404E-01  2.594288253E-02 -3.895269616E+01  1.287255633E-04       11
        1     8601  26629.04120 -5.256115707E-01  2.363267658E-02 -3.569571420E+00 -6.392526931E-02 -3.947265363E+01  1.287255634E-04       11
        2     8601  26629.04120 -5.255794067E-01  2.363036322E-02 -3.569571106E+00 -6.392526490E-02 -3.947265363E+01  1.287255633E-04       11
        1     8701     29.84200 -4.826367346E-01  1.720434200E-02  5.006857239E+00  3.608994277E-01  1.401231926E+01  2.545919985E-04       11
        2     8701     29.84200 -4.826197966E-01  1.720407001E-02  5.006857375E+00  3.608994373E-01  1.401231927E+01  2.545919985E-04       11
        1     8701  13359.13123  3.484520593E+00 -6.266384495E-02  4.605807190E-01  1.898306534E-02  1.293581735E+01  2.585259609E-04       11
        2     8701  13359.13123  3.484539167E+00 -6.266413874E-02  4.605810595E-01  1.898309007E-02  1.293581735E+01  2.585259609E-04       11
        1     8701  26629.04120 -5.311710319E-01  2.407704040E-02 -3.585809858E+00 -6.413870315E-02  1.187952734E+01  2.585259609E-04       11
        2     8701  26629.04120 -5.311393965E-01  2.407476540E-02 -3.585809483E+00 -6.413869756E-02  1.187952733E+01  2.585259609E-04       11
        1     8801     29.84200 -5.019367842E-01  1.763743394E-02  4.944249123E+00  3.564477468E-01  4.486798440E+01 -2.271566636E-05       11
        2     8801     29.84200 -5.019208916E-01  1.763717717E-02  4.944249150E+00  3.564477487E-01  4.486798442E+01 -2.271566644E-05       11
        1     8801  13359.13123  3.452021672E+00 -6.224224011E-02  6.874365976E-01  3.532911979E-02  4.494622234E+01 -9.616555109E-06       11
        2     8801  13359.13123  3.452040165E+00 -6.224253397E-02  6.874366726E-01  3.532912524E-02  4.494622235E+01 -9.616555185E-06       11
        1     8801  26629.04120 -5.372408916E-01  2.443116538E-02 -3.534333468E+00 -6.343886626E-02  4.499796448E+01 -9.616555109E-06       11
        2     8801  26629.04120 -5.372078445E-01  2.442878762E-02 -3.534333388E+00 -6.343886507E-02  4.499796449E+01 -9.616555185E-06       11
        1     8901     29.84200 -5.294942542E-01  1.819175945E-02  4.885105254E+00  3.522375985E-01  6.712994846E+00 -2.638542501E-04       11
        2     8901     29.84200 -5.294814191E-01  1.819154725E-02  4.885104888E+00  3.522375722E-01  6.712994868E+00 -2.638542500E-04       11
        1     8901  13359.13123  3.402232444E+00 -6.154473534E-02  8.841439660E-01  4.950502123E-02  7.815083893E+00 -2.616038205E-04       11
        2     8901  13359.13123  3.402249045E+00 -6.154500307E-02  8.841442012E-01  4.950503805E-02  7.815083904E+00 -2.616038205E-04       11
        1     8901  26629.04120 -5.625075750E-01  2.616935294E-02 -3.493442860E+00 -6.288969621E-02  8.908325054E+00 -2.616038205E-04       11
        2     8901  26629.04120 -5.624726706E-01  2.616683888E-02 -3.493442970E+00 -6.288969810E-02  8.908325059E+00 -2.616038205E-04       11
        1     9001     29.84200 -5.358139686E-01  1.822299033E-02  4.920098587E+00  3.547206842E-01 -4.169377187E+01 -9.568780122E-05       11
        2     9001     29.84200 -5.358039783E-01  1.822281961E-02  4.920098071E+00  3.547206468E-01 -4.169377184E+01 -9.568780115E-05       11
        1     9001  13359.13123  3.407024166E+00 -6.156866731E-02  7.551493880E-01  4.020868483E-02 -4.128291921E+01 -1.077985227E-04       11
        2     9001  13359.13123  3.407037661E+00 -6.156888968E-02  7.551499767E-01  4.020872718E-02 -4.128291920E+01 -1.077985226E-04       11
        1     9001  26629.04120 -5.870401160E-01  2.798051913E-02 -3.520527987E+00 -6.325122076E-02 -4.082539719E+01 -1.077985227E-04       11
        2     9001  26629.04120 -5.870052987E-01  2.797800938E-02 -3.520527938E+00 -6.325122041E-02 -4.082539718E+01 -1.077985226E-04       11
        1     9101     29.84200 -5.213897750E-01  1.785276560E-02  5.000003301E+00  3.604076422E-01 -2.568863172E+01  2.205511681E-04       11
        2     9101     29.84200 -5.213807866E-01  1.785260914E-02  5.000003112E+00  3.604076282E-01 -2.568863171E+01  2.205511679E-04       11
        1     9101  13359.13123  3.439572097E+00 -6.196485649E-02  4.978626723E-01  2.167327419E-02 -2.660999791E+01  2.127372072E-04       11
        2     9101  13359.13123  3.439583504E+00 -6.196504792E-02  4.978633737E-01  2.167332487E-02 -2.660999790E+01  2.127372070E-04       11
        1     9101  26629.04120 -6.049411769E-01  2.937042716E-02 -3.571280459E+00 -6.392881259E-02 -2.747708073E+01  2.127372072E-04       11
        2     9101  26629.04120 -6.049072159E-01  2.936797837E-02 -3.571280058E+00 -6.392880686E-02 -2.747708073E+01  2.127372070E-04       11
        1     9201     29.84200 -5.180236625E-01  1.780657107E-02  5.003381294E+00  3.606552947E-01  3.011883335E+01  1.982900633E-04       11
        2     9201     29.84200 -5.180144104E-01  1.780641075E-02  5.003381497E+00  3.606553091E-01  3.011883338E+01  1.982900632E-04       11
        1     9201  13359.13123  3.442748564E+00 -6.201145062E-02  5.125438733E-01  2.273375157E-02  2.927375179E+01  2.070038850E-04       11
        2     9201  13359.13123  3.442760290E+00 -6.201164670E-02  5.125442048E-01  2.273377568E-02  2.927375181E+01  2.070038849E-04       11
        1     9201  26629.04120 -6.059885164E-01  2.944731579E-02 -3.563580131E+00 -6.381809660E-02  2.843036143E+01  2.070038850E-04       11
        2     9201  26629.04120 -6.059545424E-01  2.944486629E-02 -3.563579712E+00 -6.381809031E-02  2.843036144E+01  2.070038849E-04       11
        1     9301     29.84200 -5.396075539E-01  1.830581653E-02  4.928693863E+00  3.553436407E-01  3.956134348E+01 -1.277205610E-04       11
        2     9301     29.84200 -5.396009152E-01  1.830569545E-02  4.928693966E+00  3.553436480E-01  3.956134348E+01 -1.277205611E-04       11
        1     9301  13359.13123  3.398618026E+00 -6.142172650E-02  7.782530247E-01  4.188087996E-02  4.008195927E+01 -1.160132710E-04       11
        2     9301  13359.13123  3.398628504E+00 -6.142190463E-02  7.782530559E-01  4.188088228E-02  4.008195927E+01 -1.160132710E-04       11
        1     9301  26629.04120 -6.222544165E-01  3.052102055E-02 -3.504421477E+00 -6.301504217E-02  4.057344493E+01 -1.160132710E-04       11
        2     9301  26629.04120 -6.222199376E-01  3.051853305E-02 -3.504421374E+00 -6.301504059E-02  4.057344492E+01 -1.160132710E-04       11
        1     9401     29.84200 -5.544432318E-01  1.861646978E-02  4.894567625E+00  3.529113330E-01 -1.187671848E+01 -2.563899225E-04       11
        2     9401     29.84200 -5.544404235E-01  1.861640615E-02  4.894567369E+00  3.529113145E-01 -1.187671851E+01 -2.563899226E-04       11
        1     9401  13359.13123  3.367391307E+00 -6.097220922E-02  8.854911119E-01  4.960937716E-02 -1.080018858E+01 -2.596900822E-04       11
        2     9401  13359.13123  3.367398619E+00 -6.097234047E-02  8.854912893E-01  4.960938986E-02 -1.080018861E+01 -2.596900823E-04       11
        1     9401  26629.04120 -6.498529268E-01  3.246585300E-02 -3.482846392E+00 -6.272581668E-02 -9.714838338E+00 -2.596900822E-04       11
        2     9401  26629.04120 -6.498192888E-01  3.246342382E-02 -3.482846461E+00 -6.272581789E-02 -9.714838378E+00 -2.596900823E-04       11
        1     9501     29.84200 -5.472032637E-01  1.839269189E-02  4.955684608E+00  3.572550457E-01 -4.482254056E+01  1.252509974E-05       11
        2     9501     29.84200 -5.472030109E-01  1.839266635E-02  4.955684188E+00  3.572550153E-01 -4.482254057E+01  1.252510003E-05       11
        1     9501  13359.13123  3.395231004E+00 -6.131376137E-02  6.734904285E-01  3.433210399E-02 -4.486503940E+01 -5.543395562E-07       11
        2     9501  13359.13123  3.395234795E+00 -6.131384014E-02  6.734910119E-01  3.433214600E-02 -4.486503941E+01 -5.543392728E-07       11
        1     9501  26629.04120 -6.714890899E-01  3.410593503E-02 -3.526403539E+00 -6.330760330E-02 -4.485072074E+01 -5.543395562E-07       11
        2     9501  26629.04120 -6.714573658E-01  3.410364210E-02 -3.526403416E+00 -6.330760180E-02 -4.485072076E+01 -5.543392728E-07       11
        1     9601     29.84200 -5.314267060E-01  1.802947227E-02  5.024053681E+00  3.621261095E-01 -8.560480876E+00  2.636716927E-04       11
        2     9601     29.84200 -5.314265307E-01  1.802944751E-02  5.024053577E+00  3.621261017E-01 -8.560480817E+00  2.636716928E-04       11
        1     9601  13359.13123  3.426063847E+00 -6.169970931E-02  4.641300475E-01  1.925100943E-02 -9.668068872E+00  2.608691282E-04       11
        2     9601  13359.13123  3.426066546E+00 -6.169977204E-02  4.641307407E-01  1.925105957E-02 -9.668068816E+00  2.608691283E-04       11
        1     9601  26629.04120 -6.820809001E-01  3.495284843E-02 -3.566991456E+00 -6.384946243E-02 -1.073400571E+01  2.608691282E-04       11
        2     9601  26629.04120 -6.820499140E-01  3.495060837E-02 -3.566990994E+00 -6.384945574E-02 -1.073400566E+01  2.608691283E-04       11
        1     9701     29.84200 -5.363906052E-01  1.817816246E-02  4.994847257E+00  3.600551081E-01  4.106757190E+01  1.086939531E-04       11
        2     9701     29.84200 -5.363909054E-01  1.817814512E-02  4.994847537E+00  3.600551280E-01  4.106757193E+01  1.086939529E-04       11
        1     9701  13359.13123  3.413085733E+00 -6.153937295E-02  5.878609942E-01  2.816766093E-02  4.059532377E+01  1.206148906E-04       11
        2     9701  13359.13123  3.413088576E+00 -6.153943764E-02  5.878612722E-01  2.816768121E-02  4.059532380E+01  1.206148904E-04       11
        1     9701  26629.04120 -6.844368678E-01  3.508237646E-02 -3.536148499E+00 -6.342530421E-02  4.010892223E+01  1.206148906E-04       11
        2     9701  26629.04120 -6.844057651E-01  3.508012793E-02 -3.536148062E+00 -6.342529762E-02  4.010892225E+01  1.206148904E-04       11
        1     9801     29.84200 -5.510932735E-01  1.857579624E-02  4.920204139E+00  3.547450817E-01  2.751149188E+01 -2.114978769E-04       11
        2     9801     29.84200 -5.510973419E-01  1.857583661E-02  4.920204344E+00  3.547450965E-01  2.751149187E+01 -2.114978770E-04       11
        1     9801  13359.13123  3.368509396E+00 -6.093700430E-02  8.483541762E-01  4.694051755E-02  2.838741844E+01 -2.031645576E-04       11
        2     9801  13359.13123  3.368509709E+00 -6.093703039E-02  8.483541349E-01  4.694051467E-02  2.838741842E+01 -2.031645577E-04       11
        1     9801  26629.04120 -7.064225799E-01  3.657222598E-02 -3.479191749E+00 -6.265380108E-02  2.923913947E+01 -2.031645576E-04       11
        2     9801  26629.04120 -7.063932081E-01  3.657010052E-02 -3.479191623E+00 -6.265379909E-02  2.923913945E+01 -2.031645577E-04       11
        1     9901     29.84200 -5.514428226E-01  1.860069361E-02  4.917010983E+00  3.545117298E-01 -2.839891396E+01 -2.044640469E-04       11
        2     9901     29.84200 -5.514503986E-01  1.860078772E-02  4.917010839E+00  3.545117195E-01 -2.839891401E+01 -2.044640470E-04       11
        1     9901  13359.13123  3.364365040E+00 -6.086278102E-02  8.483991338E-01  4.694363359E-02 -2.753533265E+01 -2.126755412E-04       11
        2     9901  13359.13123  3.364361723E+00 -6.086275186E-02  8.483992615E-01  4.694364276E-02 -2.753533269E+01 -2.126755414E-04       11
        1     9901  26629.04120 -7.275996806E-01  3.809990479E-02 -3.479880660E+00 -6.266261757E-02 -2.664429507E+01 -2.126755412E-04       11
        2     9901  26629.04120 -7.275734060E-01  3.809800080E-02 -3.479880678E+00 -6.266261795E-02 -2.664429512E+01 -2.126755414E-04       11
        1    10001     29.84200 -5.345234857E-01  1.819960319E-02  4.995572274E+00  3.601013344E-01 -4.031726993E+01  1.188785754E-04       11
        2    10001     29.84200 -5.345326209E-01  1.819972112E-02  4.995571939E+00  3.601013100E-01 -4.031727000E+01  1.188785755E-04       11
        1    10001  13359.13123  3.407794892E+00 -6.142138859E-02  5.873682998E-01  2.813488828E-02 -4.080751668E+01  1.069643866E-04       11
        2    10001  13359.13123  3.407788736E+00 -6.142131683E-02  5.873688756E-01  2.813492979E-02 -4.080751674E+01  1.069643867E-04       11
        1    10001  26629.04120 -7.429426122E-01  3.930907054E-02 -3.532937404E+00 -6.337209226E-02 -4.123749606E+01  1.069643866E-04       11
        2    10001  26629.04120 -7.429188812E-01  3.930734868E-02 -3.532937219E+00 -6.337208978E-02 -4.123749614E+01  1.069643867E-04       11
        1    10101     29.84200 -5.240227964E-01  1.796578367E-02  5.040129741E+00  3.632815790E-01  1.007231125E+01  2.612871653E-04       11
        2    10101     29.84200 -5.240314550E-01  1.796589410E-02  5.040129723E+00  3.632815773E-01  1.007231124E+01  2.612871657E-04       11
        1    10101  13359.13123  3.427908363E+00 -6.167575842E-02  4.632307157E-01  1.919394828E-02  8.968954464E+00  2.640437543E-04       11
        2    10101  13359.13123  3.427902150E+00 -6.167568625E-02  4.632313616E-01  1.919399503E-02  8.968954465E+00  2.640437547E-04       11
        1    10101  26629.04120 -7.479724096E-01  3.972278373E-02 -3.555884994E+00 -6.367709715E-02  7.889921279E+00  2.640437543E-04       11
        2    10101  26629.04120 -7.479486135E-01  3.972105716E-02 -3.555884503E+00 -6.367708997E-02  7.889921271E+00  2.640437547E-04       11
        1    10201     29.84200 -5.315061750E-01  1.820942364E-02  4.983985386E+00  3.592924500E-01  4.502741260E+01  1.331948863E-06       11
        2    10201     29.84200 -5.315164645E-01  1.820955953E-02  4.983985758E+00  3.592924767E-01  4.502741268E+01  1.331948985E-06       11
        1    10201  13359.13123  3.401825718E+00 -6.134537087E-02  6.735991960E-01  3.435291052E-02  4.500468286E+01  1.445378710E-05       11
        2    10201  13359.13123  3.401818770E+00 -6.134528667E-02  6.735993820E-01  3.435292420E-02  4.500468294E+01  1.445378725E-05       11
        1    10201  26629.04120 -7.540313808E-01  4.008725763E-02 -3.507171016E+00 -6.301166071E-02  4.495700561E+01  1.445378710E-05       11
        2    10201  26629.04120 -7.540086179E-01  4.008560521E-02 -3.507170578E+00 -6.301165403E-02  4.495700569E+01  1.445378725E-05       11
        1    10301     29.84200 -5.340113098E-01  1.839383774E-02  4.921302767E+00  3.548306885E-01  1.073161322E+01 -2.592576633E-04       11
        2    10301     29.84200 -5.340253540E-01  1.839403234E-02  4.921303086E+00  3.548307115E-01  1.073161326E+01 -2.592576637E-04       11
        1    10301  13359.13123  3.369001306E+00 -6.090596095E-02  8.868355416E-01  4.972135734E-02  1.181317529E+01 -2.558158466E-04       11
        2    10301  13359.13123  3.368991217E+00 -6.090582731E-02  8.868354245E-01  4.972134903E-02  1.181317534E+01 -2.558158470E-04       11
        1    10301  26629.04120 -7.718780675E-01  4.129923332E-02 -3.461211112E+00 -6.239022294E-02  1.288254688E+01 -2.558158466E-04       11
        2    10301  26629.04120 -7.718594294E-01  4.129787705E-02 -3.461210954E+00 -6.239022040E-02  1.288254692E+01 -2.558158470E-04       11
        1    10401     29.84200 -5.220418326E-01  1.816297360E-02  4.950785703E+00  3.569224616E-01 -4.001934331E+01 -1.177493913E-04       11
        2    10401     29.84200 -5.220582307E-01  1.816320541E-02  4.950785653E+00  3.569224580E-01 -4.001934341E+01 -1.177493918E-04       11
        1    10401  13359.13123  3.393079787E+00 -6.122564195E-02  7.791038459E-01  4.195729677E-02 -3.951636511E+01 -1.293689131E-04       11
        2    10401  13359.13123  3.393066593E+00 -6.122546027E-02  7.791039372E-01  4.195730335E-02 -3.951636520E+01 -1.293689137E-04       11
        1    10401  26629.04120 -7.822933987E-01  4.209612964E-02 -3.483571782E+00 -6.268813395E-02 -3.896963566E+01 -1.293689131E-04       11
        2    10401  26629.04120 -7.822789477E-01  4.209507410E-02 -3.483571753E+00 -6.268813357E-02 -3.896963575E+01 -1.293689137E-04       11
        1    10501     29.84200 -5.022531811E-01  1.771187024E-02  5.034756129E+00  3.629031224E-01 -2.890966778E+01  2.057910005E-04       11
        2    10501     29.84200 -5.022699664E-01  1.771210845E-02  5.034755866E+00  3.629031033E-01 -2.890966787E+01  2.057910009E-04       11
        1    10501  13359.13123  3.440137788E+00 -6.183540262E-02  5.108221415E-01  2.262793732E-02 -2.976812264E+01  1.970557037E-04       11
        2    10501  13359.13123  3.440123149E+00 -6.183519935E-02  5.108226868E-01  2.262797666E-02 -2.976812272E+01  1.970557041E-04       11
        1    10501  26629.04120 -7.916742306E-01  4.287938492E-02 -3.538030785E+00 -6.341785033E-02 -3.057035334E+01  1.970557037E-04       11
        2    10501  26629.04120 -7.916616593E-01  4.287846420E-02 -3.538030566E+00 -6.341784729E-02 -3.057035342E+01  1.970557041E-04       11
        1    10601     29.84200 -4.991701914E-01  1.765535773E-02  5.046774143E+00  3.637690679E-01  2.697825248E+01  2.138202000E-04       11
        2    10601     29.84200 -4.991866919E-01  1.765559139E-02  5.046774217E+00  3.637690729E-01  2.697825253E+01  2.138202007E-04       11
        1    10601  13359.13123  3.444588038E+00 -6.189215203E-02  4.954938670E-01  2.152536781E-02  2.606892472E+01  2.216075648E-04       11
        2    10601  13359.13123  3.444573677E+00 -6.189195326E-02  4.954944216E-01  2.152540800E-02  2.606892478E+01  2.216075655E-04       11
        1    10601  26629.04120 -7.948157860E-01  4.311550899E-02 -3.538614530E+00 -6.342175355E-02  2.516524917E+01  2.216075648E-04       11
        2    10601  26629.04120 -7.948027265E-01  4.311455315E-02 -3.538614038E+00 -6.342174631E-02  2.516524922E+01  2.216075655E-04       11
        1    10701     29.84200 -5.014886902E-01  1.785336988E-02  4.973847354E+00  3.585834376E-01  4.134252008E+01 -1.061309691E-04       11
        2    10701     29.84200 -5.015074588E-01  1.785363965E-02  4.973847830E+00  3.585834717E-01  4.134252020E+01 -1.061309693E-04       11
        1    10701  13359.13123  3.413265642E+00 -6.149968159E-02  7.557553600E-01  4.028017066E-02  4.177196514E+01 -9.394246732E-05       11
        2    10701  13359.13123  3.413249659E+00 -6.149945599E-02  7.557554392E-01  4.028017666E-02  4.177196527E+01 -9.394246749E-05       11
        1    10701  26629.04120 -8.001607323E-01  4.341133612E-02 -3.480322599E+00 -6.262848693E-02  4.217228488E+01 -9.394246732E-05       11
        2    10701  26629.04120 -8.001508182E-01  4.341060685E-02 -3.480322162E+00 -6.262848018E-02  4.217228500E+01 -9.394246749E-05       11
        1    10801     29.84200 -4.924348877E-01  1.780779686E-02  4.933779652E+00  3.557275559E-01 -7.901426780E+00 -2.619706701E-04       11
        2    10801     29.84200 -4.924562064E-01  1.780810802E-02  4.933780075E+00  3.557275863E-01 -7.901426826E+00 -2.619706709E-04       11
        1    10801  13359.13123  3.400995476E+00 -6.134991204E-02  8.869517060E-01  4.973666846E-02 -6.802724695E+00 -2.640822247E-04       11
        2    10801  13359.13123  3.400976787E+00 -6.134964255E-02  8.869515280E-01  4.973665581E-02 -6.802724723E+00 -2.640822255E-04       11
        1    10801  26629.04120 -8.054469723E-01  4.375045254E-02 -3.451969335E+00 -6.224450911E-02 -5.699169025E+00 -2.640822247E-04       11
        2    10801  26629.04120 -8.054424941E-01  4.375011480E-02 -3.451969141E+00 -6.224450596E-02 -5.699169050E+00 -2.640822255E-04       11
        1    10901     29.84200 -4.727746640E-01  1.740104361E-02  4.992657230E+00  3.599141980E-01 -4.478670263E+01 -1.140461432E-05       11
        2    10901     29.84200 -4.727968480E-01  1.740136997E-02  4.992657247E+00  3.599141992E-01 -4.478670276E+01 -1.140461420E-05       11
        1    10901  13359.13123  3.446604908E+00 -6.196679359E-02  6.882309610E-01  3.541622109E-02 -4.472880388E+01 -2.445267362E-05       11
        2    10901  13359.13123  3.446584479E+00 -6.196649647E-02  6.882310147E-01  3.541622499E-02 -4.472880399E+01 -2.445267353E-05       11
        1    10901  26629.04120 -8.060144242E-01  4.387413243E-02 -3.492316364E+00 -6.278244515E-02 -4.461567071E+01 -2.445267362E-05       11
        2    10901  26629.04120 -8.060138717E-01  4.387407728E-02 -3.492316309E+00 -6.278244434E-02 -4.461567082E+01 -2.445267353E-05       11
        1    11001     29.84200 -4.568718017E-01  1.702921384E-02  5.067855279E+00  3.652762422E-01 -1.250180768E+01  2.580232906E-04       11
        2    11001     29.84200 -4.568936555E-01  1.702953552E-02  5.067855087E+00  3.652762281E-01 -1.250180769E+01  2.580232911E-04       11
        1    11001  13359.13123  3.485174306E+00 -6.246047150E-02  4.571595350E-01  1.876905725E-02 -1.358452352E+01  2.540549249E-04       11
        2    11001  13359.13123  3.485153709E+00 -6.246017235E-02  4.571600123E-01  1.876909170E-02 -1.358452352E+01  2.540549253E-04       11
